	learning rate	gracePeriodPerLayer	mci	adwin-delta	globalGracePeriod	accuracy	amount of hidden layers	amount of active layers	overall time	classifier	amount of instances	run id	path	stream
4473	0.001		1e-10	0.0001	128	62.9	39	33	17.756012282	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_globalGracePeriod=128/electricity_tiny	electricity_tiny
4474	0.001		1e-10	0.0001	256	57.49999999999999	35	31	13.150854688	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_globalGracePeriod=256/electricity_tiny	electricity_tiny
4475	0.001		1e-10	0.0001	512	62.9	39	33	17.755626002	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_globalGracePeriod=512/electricity_tiny	electricity_tiny
4476	0.001		1e-10	0.0001	1024	57.49999999999999	35	31	13.139787562	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_globalGracePeriod=1024/electricity_tiny	electricity_tiny
4477	0.001	1	1e-10	0.0001		60.85	32	24	12.975134471	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
4478	0.001	2	1e-10	0.0001		64.4	19	19	9.982479268	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
4479	0.001	4	1e-10	0.0001		61.9	29	25	11.473575002	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
4480	0.001	8	1e-10	0.0001		61.199999999999996	29	25	12.203247221	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
4481	0.001	16	1e-10	0.0001		57.4	6	6	8.007597137	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
4482	0.001	32	1e-10	0.0001		58.95	2	2	6.215057681	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
4483	0.001	64	1e-10	0.0001		55.7	7	7	6.875631549	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
4484	0.001	128	1e-10	0.0001		39.6	1	1	5.780483146	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
4485	0.001	256	1e-10	0.0001		39.6	1	1	5.698454115	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
4486	0.001	512	1e-10	0.0001		39.6	1	1	5.771830403	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=512/electricity_tiny	electricity_tiny
4487	0.001	1024	1e-10	0.0001		39.6	1	1	5.72904154	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=1024/electricity_tiny	electricity_tiny
4488	0.001		1e-10	1e-05	1	56.15	31	26	11.903096481	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_globalGracePeriod=1/electricity_tiny	electricity_tiny
4489	0.001		1e-10	1e-05	2	62.1	33	29	18.112964075	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_globalGracePeriod=2/electricity_tiny	electricity_tiny
4490	0.001		1e-10	1e-05	4	56.15	31	26	11.873655898	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_globalGracePeriod=4/electricity_tiny	electricity_tiny
4491	0.001		1e-10	1e-05	8	62.1	33	29	18.010565105	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_globalGracePeriod=8/electricity_tiny	electricity_tiny
4492	0.001		1e-10	1e-05	16	56.15	31	26	11.975861508	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_globalGracePeriod=16/electricity_tiny	electricity_tiny
4493	0.001		1e-10	1e-05	32	62.1	33	29	17.977177796	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_globalGracePeriod=32/electricity_tiny	electricity_tiny
4494	0.001		1e-10	1e-05	64	56.15	31	26	11.95042355	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_globalGracePeriod=64/electricity_tiny	electricity_tiny
4495	0.001		1e-10	1e-05	128	62.1	33	29	18.027585939	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_globalGracePeriod=128/electricity_tiny	electricity_tiny
4496	0.001		1e-10	1e-05	256	56.15	31	26	11.954966367	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_globalGracePeriod=256/electricity_tiny	electricity_tiny
4497	0.001		1e-10	1e-05	512	62.1	33	29	18.010861426	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_globalGracePeriod=512/electricity_tiny	electricity_tiny
4498	0.001		1e-10	1e-05	1024	56.15	31	26	11.937279512	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_globalGracePeriod=1024/electricity_tiny	electricity_tiny
4499	0.001	1	1e-10	1e-05		61.199999999999996	33	25	13.395479497	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
4500	0.001	2	1e-10	1e-05		65.7	27	23	10.097510297	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
4501	0.001	4	1e-10	1e-05		62.64999999999999	31	28	12.465318194	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
4502	0.001	8	1e-10	1e-05		60.8	23	21	11.156052088	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
4503	0.001	16	1e-10	1e-05		57.4	6	6	8.011520982	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
4504	0.001	32	1e-10	1e-05		58.95	2	2	6.229028122	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
4505	0.001	64	1e-10	1e-05		55.7	8	8	7.067247	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
4506	0.001	128	1e-10	1e-05		39.6	1	1	5.702205272	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
4507	0.001	256	1e-10	1e-05		39.6	1	1	5.775859268	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
4508	0.001	512	1e-10	1e-05		39.6	1	1	5.788568976	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=512/electricity_tiny	electricity_tiny
4509	0.001	1024	1e-10	1e-05		39.6	1	1	5.707811788	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=1024/electricity_tiny	electricity_tiny
4510	0.001		1e-10	1e-06	1	53.75	29	22	11.233991831	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_globalGracePeriod=1/electricity_tiny	electricity_tiny
4511	0.001		1e-10	1e-06	2	58.050000000000004	29	25	11.632615565	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_globalGracePeriod=2/electricity_tiny	electricity_tiny
4512	0.001		1e-10	1e-06	4	53.75	29	22	11.109215598	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_globalGracePeriod=4/electricity_tiny	electricity_tiny
4513	0.001		1e-10	1e-06	8	58.050000000000004	29	25	11.532632729	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_globalGracePeriod=8/electricity_tiny	electricity_tiny
4514	0.001		1e-10	1e-06	16	53.75	29	22	11.176935588	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_globalGracePeriod=16/electricity_tiny	electricity_tiny
4515	0.001		1e-10	1e-06	32	58.050000000000004	29	25	11.614597049	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_globalGracePeriod=32/electricity_tiny	electricity_tiny
4516	0.001		1e-10	1e-06	64	53.75	29	22	11.122058677	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_globalGracePeriod=64/electricity_tiny	electricity_tiny
4517	0.001		1e-10	1e-06	128	58.050000000000004	29	25	11.616541862	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_globalGracePeriod=128/electricity_tiny	electricity_tiny
4518	0.001		1e-10	1e-06	256	53.75	29	22	11.126072333	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_globalGracePeriod=256/electricity_tiny	electricity_tiny
4519	0.001		1e-10	1e-06	512	58.050000000000004	29	25	11.641350817	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_globalGracePeriod=512/electricity_tiny	electricity_tiny
4520	0.001		1e-10	1e-06	1024	53.75	29	22	11.133999655	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_globalGracePeriod=1024/electricity_tiny	electricity_tiny
4521	0.001	1	1e-10	1e-06		61.7	24	20	10.616802867	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
4522	0.001	2	1e-10	1e-06		64.2	18	17	9.922311831	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
4523	0.001	4	1e-10	1e-06		54.6	7	7	7.661116699	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
4524	0.001	8	1e-10	1e-06		60.8	23	21	11.224473947	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
4525	0.001	16	1e-10	1e-06		59.3	2	2	6.289440921	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
4526	0.001	32	1e-10	1e-06		58.95	2	2	6.313506016	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
4527	0.001	64	1e-10	1e-06		55.75	7	7	6.854445618	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
4528	0.001	128	1e-10	1e-06		39.6	1	1	5.796106628	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
4529	0.001	256	1e-10	1e-06		39.6	1	1	5.746397065	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
4530	0.001	512	1e-10	1e-06		39.6	1	1	5.802081117	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=512/electricity_tiny	electricity_tiny
4531	0.001	1024	1e-10	1e-06		39.6	1	1	5.714178118	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=1024/electricity_tiny	electricity_tiny
4532	0.001		1e-10	1e-07	1	62.9	33	27	13.465767299	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_globalGracePeriod=1/electricity_tiny	electricity_tiny
4533	0.001		1e-10	1e-07	2	59.95	29	25	12.501305048	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_globalGracePeriod=2/electricity_tiny	electricity_tiny
4534	0.001		1e-10	1e-07	4	62.9	33	27	13.589755751	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_globalGracePeriod=4/electricity_tiny	electricity_tiny
4535	0.001		1e-10	1e-07	8	59.95	29	25	12.417756395	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_globalGracePeriod=8/electricity_tiny	electricity_tiny
4536	0.001		1e-10	1e-07	16	62.9	33	27	13.614357557	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_globalGracePeriod=16/electricity_tiny	electricity_tiny
4537	0.001		1e-10	1e-07	32	59.95	29	25	12.391429847	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_globalGracePeriod=32/electricity_tiny	electricity_tiny
4538	0.001		1e-10	1e-07	64	62.9	33	27	13.524427375	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_globalGracePeriod=64/electricity_tiny	electricity_tiny
4539	0.001		1e-10	1e-07	128	59.95	29	25	12.423124293	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_globalGracePeriod=128/electricity_tiny	electricity_tiny
4540	0.001		1e-10	1e-07	256	62.9	33	27	13.494860092	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_globalGracePeriod=256/electricity_tiny	electricity_tiny
4541	0.001		1e-10	1e-07	512	59.95	29	25	12.459964997	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_globalGracePeriod=512/electricity_tiny	electricity_tiny
4542	0.001		1e-10	1e-07	1024	62.9	33	27	13.464435097	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_globalGracePeriod=1024/electricity_tiny	electricity_tiny
4543	0.001	1	1e-10	1e-07		61.45	25	17	10.827632796	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
4544	0.001	2	1e-10	1e-07		63.14999999999999	17	13	9.36179083	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
4545	0.001	4	1e-10	1e-07		61.050000000000004	25	19	10.555987269	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
4546	0.001	8	1e-10	1e-07		63.849999999999994	29	23	12.470859822	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.001_MCICutOff=1e-10_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
