instances,accuracy,kappa,kappa_t,kappa_m,f1_score,f1_score_0,f1_score_1,precision,precision_0,precision_1,recall,recall_0,recall_1
12400.0,41.0,-19.918699186991876,0.0,-31.11111111111113,40.02161252656238,32.18390804597702,47.78761061946902,39.94252873563218,33.33333333333333,46.55172413793103,40.101010101010104,31.11111111111111,49.09090909090909
12500.0,48.0,-5.3484602917341935,-6.122448979591842,-15.55555555555557,47.31680329930091,40.909090909090914,53.57142857142857,47.29064039408867,42.857142857142854,51.724137931034484,47.34299516908212,39.130434782608695,55.55555555555556
12600.0,49.0,-9.913793103448286,0.0,-34.21052631578947,45.03178254668466,30.136986301369863,59.84251968503938,44.94505494505495,31.428571428571427,58.46153846153847,45.1188455008489,28.947368421052634,61.29032258064516
12700.0,61.0,6.519654841802493,7.142857142857148,-21.87500000000002,53.28701706362785,33.89830508474576,72.34042553191489,53.45002536783359,37.03703703703704,69.86301369863014,53.125,31.25,75.0
12800.0,51.0,-4.255319148936175,5.7692307692307745,-22.499999999999993,47.85936378856733,34.66666666666667,60.8,47.8021978021978,37.142857142857146,58.46153846153847,47.916666666666664,32.5,63.33333333333333
12900.0,55.00000000000001,-4.166666666666644,-2.2727272727272747,-36.36363636363637,47.910871961888965,28.571428571428566,67.15328467153284,47.857142857142854,30.0,65.71428571428571,47.964721845318856,27.27272727272727,68.65671641791045
13000.0,52.0,-0.7133864876206375,2.040816326530614,-17.073170731707304,49.641981496572,38.46153846153847,60.65573770491803,49.635349635349634,40.54054054054054,58.730158730158735,49.6486151302191,36.58536585365854,62.71186440677966
13100.0,56.00000000000001,5.781584582441119,8.333333333333341,-12.820512820512803,52.90210028342563,40.54054054054054,65.07936507936508,52.96703296703297,42.857142857142854,63.07692307692307,52.83732660781841,38.46153846153847,67.21311475409836
13200.0,53.0,-1.2931034482758632,4.081632653061228,-23.68421052631578,49.35199090433963,35.61643835616439,62.99212598425198,49.34065934065934,37.142857142857146,61.53846153846154,49.36332767402377,34.21052631578947,64.51612903225806
13300.0,48.0,-7.438016528925627,0.0,-23.809523809523803,46.2776927682789,36.58536585365853,55.93220338983051,46.25,37.5,55.00000000000001,46.30541871921182,35.714285714285715,56.896551724137936
13400.0,53.0,5.92473979183348,-2.173913043478263,0.0,52.96296397197333,51.54639175257733,54.36893203883495,52.96118447378952,51.02040816326531,54.90196078431373,52.96474358974359,52.083333333333336,53.84615384615385
13500.0,42.0,-23.03775986423419,1.6949152542372896,-48.717948717948715,38.46978121651381,23.684210526315788,53.22580645161291,38.35263835263836,24.324324324324326,52.38095238095239,38.587641866330394,23.076923076923077,54.09836065573771
13600.0,54.0,5.582922824302157,-2.2222222222222245,-9.523809523809506,52.791461412151065,45.23809523809524,60.3448275862069,52.791461412151065,45.23809523809524,60.3448275862069,52.791461412151065,45.23809523809524,60.3448275862069
13700.0,52.0,3.6918138041733495,2.040816326530614,-2.1276595744680873,51.84739990269311,48.93617021276596,54.71698113207548,51.85185185185186,50.0,53.70370370370371,51.84294871794872,47.91666666666667,55.769230769230774
13800.0,43.0,-14.549839228295811,0.0,-32.55813953488371,42.72360123158537,38.70967741935484,46.728971962616825,42.73384183059012,38.297872340425535,47.16981132075472,42.7133655394525,39.130434782608695,46.2962962962963
13900.0,50.0,-0.04001600640255661,0.0,-4.1666666666666705,49.97999199679872,48.97959183673469,50.98039215686274,49.97999199679872,48.97959183673469,50.98039215686274,49.97999199679872,48.97959183673469,50.98039215686274
